run_id,timestamp,distance_km,V_A,beta,I_AB,chi_BE,Delta,epsilon_total,n_block,N_block,SKR,SKR_clipped
20260501_224548,2026-05-01 22:45:48,19.0000000000,2.6000000000,0.9500000000,0.0000005990,0.0000008908,0.0181933236,0.0000000300,100000000,100000000,-0.0000003217,0.0000000000
20260501_224548,2026-05-01 22:45:48,19.0000000000,2.6000000000,0.9500000000,0.0000005127,0.0000007625,0.0181933236,0.0000000300,100000000,100000000,-0.0000002754,0.0000000000
20260501_224548,2026-05-01 22:45:48,19.0000000000,2.6000000000,0.9500000000,0.0000003863,0.0000005745,0.0181933236,0.0000000300,100000000,100000000,-0.0000002076,0.0000000000
20260501_224548,2026-05-01 22:45:48,19.0000000000,2.6000000000,0.9500000000,0.0000008177,0.0000012159,0.0181933236,0.0000000300,100000000,100000000,-0.0000004391,0.0000000000
20260501_224549,2026-05-01 22:45:49,19.0000000000,2.6000000000,0.9500000000,0.0000008099,0.0000012044,0.0181933236,0.0000000300,100000000,100000000,-0.0000004349,0.0000000000
20260501_224549,2026-05-01 22:45:49,19.0000000000,2.6000000000,0.9500000000,0.0000004111,0.0000006115,0.0181933236,0.0000000300,100000000,100000000,-0.0000002209,0.0000000000
20260501_224549,2026-05-01 22:45:49,19.0000000000,2.6000000000,0.9500000000,0.0000012610,0.0000018747,0.0181933236,0.0000000300,100000000,100000000,-0.0000006768,0.0000000000
20260501_224549,2026-05-01 22:45:49,19.0000000000,2.6000000000,0.9500000000,0.0000004468,0.0000006646,0.0181933236,0.0000000300,100000000,100000000,-0.0000002401,0.0000000000
20260501_224549,2026-05-01 22:45:49,19.0000000000,2.6000000000,0.9500000000,0.0000004926,0.0000007326,0.0181933236,0.0000000300,100000000,100000000,-0.0000002647,0.0000000000
20260501_224549,2026-05-01 22:45:49,19.0000000000,2.6000000000,0.9500000000,0.0000005312,0.0000007900,0.0181933236,0.0000000300,100000000,100000000,-0.0000002854,0.0000000000
20260501_224549,2026-05-01 22:45:49,19.0000000000,2.6000000000,0.9500000000,0.0000007161,0.0000010648,0.0181933236,0.0000000300,100000000,100000000,-0.0000003846,0.0000000000
20260501_224549,2026-05-01 22:45:49,19.0000000000,2.6000000000,0.9500000000,0.0000009769,0.0000014525,0.0181933236,0.0000000300,100000000,100000000,-0.0000005245,0.0000000000
20260501_224549,2026-05-01 22:45:49,19.0000000000,2.6000000000,0.9500000000,0.0000003638,0.0000005412,0.0181933236,0.0000000300,100000000,100000000,-0.0000001955,0.0000000000
20260501_224550,2026-05-01 22:45:50,19.0000000000,2.6000000000,0.9500000000,0.0000005898,0.0000008771,0.0181933236,0.0000000300,100000000,100000000,-0.0000003168,0.0000000000
20260501_224550,2026-05-01 22:45:50,19.0000000000,2.6000000000,0.9500000000,0.0000004449,0.0000006618,0.0181933236,0.0000000300,100000000,100000000,-0.0000002391,0.0000000000
20260501_224550,2026-05-01 22:45:50,19.0000000000,2.6000000000,0.9500000000,0.0000003062,0.0000004554,0.0181933236,0.0000000300,100000000,100000000,-0.0000001646,0.0000000000
20260501_224550,2026-05-01 22:45:50,19.0000000000,2.6000000000,0.9500000000,0.0000003050,0.0000004537,0.0181933236,0.0000000300,100000000,100000000,-0.0000001640,0.0000000000
20260501_224550,2026-05-01 22:45:50,5.0000000000,2.6000000000,0.9500000000,0.0000084734,0.0000125874,0.0181933236,0.0000000300,100000000,100000000,-0.0000045376,0.0000000000
20260501_224550,2026-05-01 22:45:50,7.8947368421,2.6000000000,0.9500000000,0.0000053422,0.0000079374,0.0181933236,0.0000000300,100000000,100000000,-0.0000028624,0.0000000000
20260501_224550,2026-05-01 22:45:50,10.7894736842,2.6000000000,0.9500000000,0.0000019357,0.0000028772,0.0181933236,0.0000000300,100000000,100000000,-0.0000010384,0.0000000000
20260501_224550,2026-05-01 22:45:50,13.6842105263,2.6000000000,0.9500000000,0.0000017024,0.0000025306,0.0181933236,0.0000000300,100000000,100000000,-0.0000009134,0.0000000000
20260501_224551,2026-05-01 22:45:51,16.5789473684,2.6000000000,0.9500000000,0.0000002861,0.0000004256,0.0181933236,0.0000000300,100000000,100000000,-0.0000001538,0.0000000000
20260501_224551,2026-05-01 22:45:51,19.4736842105,2.6000000000,0.9500000000,0.0000003449,0.0000005130,0.0181933236,0.0000000300,100000000,100000000,-0.0000001854,0.0000000000
20260501_224551,2026-05-01 22:45:51,22.3684210526,2.6000000000,0.9500000000,0.0000000828,0.0000001233,0.0181933236,0.0000000300,100000000,100000000,-0.0000000446,0.0000000000
20260501_224551,2026-05-01 22:45:51,25.2631578947,2.6000000000,0.9500000000,0.0000001960,0.0000002916,0.0181933236,0.0000000300,100000000,100000000,-0.0000001054,0.0000000000
20260501_224551,2026-05-01 22:45:51,28.1578947368,2.6000000000,0.9500000000,0.0000001196,0.0000001780,0.0181933236,0.0000000300,100000000,100000000,-0.0000000644,0.0000000000
20260501_224551,2026-05-01 22:45:51,31.0526315789,2.6000000000,0.9500000000,0.0000000549,0.0000000817,0.0181933236,0.0000000300,100000000,100000000,-0.0000000296,0.0000000000
20260501_224551,2026-05-01 22:45:51,33.9473684211,2.6000000000,0.9500000000,0.0000000281,0.0000000418,0.0181933236,0.0000000300,100000000,100000000,-0.0000000151,0.0000000000
20260501_224551,2026-05-01 22:45:51,36.8421052632,2.6000000000,0.9500000000,0.0000000214,0.0000000319,0.0181933236,0.0000000300,100000000,100000000,-0.0000000115,0.0000000000
20260501_224551,2026-05-01 22:45:51,39.7368421053,2.6000000000,0.9500000000,0.0000000395,0.0000000589,0.0181933236,0.0000000300,100000000,100000000,-0.0000000213,0.0000000000
20260501_224551,2026-05-01 22:45:51,42.6315789474,2.6000000000,0.9500000000,0.0000000093,0.0000000139,0.0181933236,0.0000000300,100000000,100000000,-0.0000000050,0.0000000000
20260501_224552,2026-05-01 22:45:52,45.5263157895,2.6000000000,0.9500000000,0.0000000133,0.0000000197,0.0181933236,0.0000000300,100000000,100000000,-0.0000000072,0.0000000000
20260501_224552,2026-05-01 22:45:52,48.4210526316,2.6000000000,0.9500000000,0.0000000037,0.0000000055,0.0181933236,0.0000000300,100000000,100000000,-0.0000000020,0.0000000000
20260501_224552,2026-05-01 22:45:52,51.3157894737,2.6000000000,0.9500000000,0.0000000129,0.0000000192,0.0181933236,0.0000000300,100000000,100000000,-0.0000000069,0.0000000000
20260501_224552,2026-05-01 22:45:52,54.2105263158,2.6000000000,0.9500000000,0.0000000042,0.0000000063,0.0181933236,0.0000000300,100000000,100000000,-0.0000000023,0.0000000000
20260501_224552,2026-05-01 22:45:52,57.1052631579,2.6000000000,0.9500000000,0.0000000018,0.0000000027,0.0181933236,0.0000000300,100000000,100000000,-0.0000000010,0.0000000000
20260501_224552,2026-05-01 22:45:52,60.0000000000,2.6000000000,0.9500000000,0.0000000029,0.0000000044,0.0181933236,0.0000000300,100000000,100000000,-0.0000000016,0.0000000000
20260501_224552,2026-05-01 22:45:52,5.0000000000,2.6000000000,0.9500000000,0.0000087898,0.0000130572,0.0181933236,0.0000000300,100000000,100000000,-0.0000047069,0.0000000000
20260501_224552,2026-05-01 22:45:52,7.8947368421,2.6000000000,0.9500000000,0.0000046383,0.0000068921,0.0181933236,0.0000000300,100000000,100000000,-0.0000024857,0.0000000000
20260501_224552,2026-05-01 22:45:52,10.7894736842,2.6000000000,0.9500000000,0.0000029776,0.0000044253,0.0181933236,0.0000000300,100000000,100000000,-0.0000015965,0.0000000000
20260501_224553,2026-05-01 22:45:53,13.6842105263,2.6000000000,0.9500000000,0.0000003769,0.0000005606,0.0181933236,0.0000000300,100000000,100000000,-0.0000002025,0.0000000000
20260501_224553,2026-05-01 22:45:53,16.5789473684,2.6000000000,0.9500000000,0.0000006140,0.0000009131,0.0181933236,0.0000000300,100000000,100000000,-0.0000003298,0.0000000000
20260501_224553,2026-05-01 22:45:53,19.4736842105,2.6000000000,0.9500000000,0.0000001378,0.0000002050,0.0181933236,0.0000000300,100000000,100000000,-0.0000000741,0.0000000000
20260501_224553,2026-05-01 22:45:53,22.3684210526,2.6000000000,0.9500000000,0.0000002319,0.0000003450,0.0181933236,0.0000000300,100000000,100000000,-0.0000001247,0.0000000000
20260501_224553,2026-05-01 22:45:53,25.2631578947,2.6000000000,0.9500000000,0.0000002543,0.0000003783,0.0181933236,0.0000000300,100000000,100000000,-0.0000001367,0.0000000000
20260501_224553,2026-05-01 22:45:53,28.1578947368,2.6000000000,0.9500000000,0.0000001155,0.0000001719,0.0181933236,0.0000000300,100000000,100000000,-0.0000000622,0.0000000000
20260501_224553,2026-05-01 22:45:53,31.0526315789,2.6000000000,0.9500000000,0.0000001170,0.0000001741,0.0181933236,0.0000000300,100000000,100000000,-0.0000000630,0.0000000000
20260501_224553,2026-05-01 22:45:53,33.9473684211,2.6000000000,0.9500000000,0.0000000545,0.0000000811,0.0181933236,0.0000000300,100000000,100000000,-0.0000000293,0.0000000000
20260501_224553,2026-05-01 22:45:53,36.8421052632,2.6000000000,0.9500000000,0.0000000328,0.0000000489,0.0181933236,0.0000000300,100000000,100000000,-0.0000000177,0.0000000000
20260501_224553,2026-05-01 22:45:53,39.7368421053,2.6000000000,0.9500000000,0.0000000331,0.0000000493,0.0181933236,0.0000000300,100000000,100000000,-0.0000000178,0.0000000000
20260501_224553,2026-05-01 22:45:53,42.6315789474,2.6000000000,0.9500000000,0.0000000261,0.0000000389,0.0181933236,0.0000000300,100000000,100000000,-0.0000000141,0.0000000000
20260501_224554,2026-05-01 22:45:54,45.5263157895,2.6000000000,0.9500000000,0.0000000164,0.0000000244,0.0181933236,0.0000000300,100000000,100000000,-0.0000000088,0.0000000000
20260501_224554,2026-05-01 22:45:54,48.4210526316,2.6000000000,0.9500000000,0.0000000089,0.0000000133,0.0181933236,0.0000000300,100000000,100000000,-0.0000000048,0.0000000000
20260501_224554,2026-05-01 22:45:54,51.3157894737,2.6000000000,0.9500000000,0.0000000032,0.0000000047,0.0181933236,0.0000000300,100000000,100000000,-0.0000000017,0.0000000000
20260501_224554,2026-05-01 22:45:54,54.2105263158,2.6000000000,0.9500000000,0.0000000042,0.0000000062,0.0181933236,0.0000000300,100000000,100000000,-0.0000000022,0.0000000000
20260501_224554,2026-05-01 22:45:54,57.1052631579,2.6000000000,0.9500000000,0.0000000031,0.0000000046,0.0181933236,0.0000000300,100000000,100000000,-0.0000000017,0.0000000000
20260501_224554,2026-05-01 22:45:54,60.0000000000,2.6000000000,0.9500000000,0.0000000035,0.0000000052,0.0181933236,0.0000000300,100000000,100000000,-0.0000000019,0.0000000000
20260501_225346,2026-05-01 22:53:46,19.0000000000,2.6000000000,0.9500000000,0.0000003723,0.0000005538,0.0203407541,0.0000000300,80000000,100000000,-0.0000002001,0.0000000000
20260501_225347,2026-05-01 22:53:47,5.0000000000,2.6000000000,0.9500000000,0.0000079443,0.0000118017,0.0181933236,0.0000000300,100000000,100000000,-0.0000042546,0.0000000000
20260501_225347,2026-05-01 22:53:47,5.0000000000,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225347,2026-05-01 22:53:47,5.0000000000,2.6000000000,0.9500000000,0.0000042351,0.0000062932,0.0181933236,0.0000000300,100000000,100000000,-0.0000022698,0.0000000000
20260501_225348,2026-05-01 22:53:48,5.0000000000,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225348,2026-05-01 22:53:48,7.8947368421,2.6000000000,0.9500000000,0.0000041019,0.0000060953,0.0181933236,0.0000000300,100000000,100000000,-0.0000021985,0.0000000000
20260501_225348,2026-05-01 22:53:48,7.8947368421,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225348,2026-05-01 22:53:48,7.8947368421,2.6000000000,0.9500000000,0.0000035895,0.0000053342,0.0181933236,0.0000000300,100000000,100000000,-0.0000019242,0.0000000000
20260501_225348,2026-05-01 22:53:48,7.8947368421,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225348,2026-05-01 22:53:48,10.7894736842,2.6000000000,0.9500000000,0.0000014431,0.0000021453,0.0181933236,0.0000000300,100000000,100000000,-0.0000007744,0.0000000000
20260501_225348,2026-05-01 22:53:48,10.7894736842,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225348,2026-05-01 22:53:48,10.7894736842,2.6000000000,0.9500000000,0.0000006054,0.0000009003,0.0181933236,0.0000000300,100000000,100000000,-0.0000003252,0.0000000000
20260501_225348,2026-05-01 22:53:48,10.7894736842,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225348,2026-05-01 22:53:48,13.6842105263,2.6000000000,0.9500000000,0.0000011044,0.0000016420,0.0181933236,0.0000000300,100000000,100000000,-0.0000005928,0.0000000000
20260501_225349,2026-05-01 22:53:49,13.6842105263,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225349,2026-05-01 22:53:49,13.6842105263,2.6000000000,0.9500000000,0.0000016181,0.0000024054,0.0181933236,0.0000000300,100000000,100000000,-0.0000008682,0.0000000000
20260501_225349,2026-05-01 22:53:49,13.6842105263,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225349,2026-05-01 22:53:49,16.5789473684,2.6000000000,0.9500000000,0.0000006915,0.0000010282,0.0181933236,0.0000000300,100000000,100000000,-0.0000003714,0.0000000000
20260501_225349,2026-05-01 22:53:49,16.5789473684,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225349,2026-05-01 22:53:49,16.5789473684,2.6000000000,0.9500000000,0.0000004236,0.0000006300,0.0181933236,0.0000000300,100000000,100000000,-0.0000002276,0.0000000000
20260501_225349,2026-05-01 22:53:49,16.5789473684,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225349,2026-05-01 22:53:49,19.4736842105,2.6000000000,0.9500000000,0.0000004408,0.0000006556,0.0181933236,0.0000000300,100000000,100000000,-0.0000002369,0.0000000000
20260501_225349,2026-05-01 22:53:49,19.4736842105,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225349,2026-05-01 22:53:49,19.4736842105,2.6000000000,0.9500000000,0.0000002274,0.0000003384,0.0181933236,0.0000000300,100000000,100000000,-0.0000001223,0.0000000000
20260501_225350,2026-05-01 22:53:50,19.4736842105,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225350,2026-05-01 22:53:50,22.3684210526,2.6000000000,0.9500000000,0.0000001843,0.0000002742,0.0181933236,0.0000000300,100000000,100000000,-0.0000000991,0.0000000000
20260501_225350,2026-05-01 22:53:50,22.3684210526,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225350,2026-05-01 22:53:50,22.3684210526,2.6000000000,0.9500000000,0.0000002498,0.0000003716,0.0181933236,0.0000000300,100000000,100000000,-0.0000001343,0.0000000000
20260501_225350,2026-05-01 22:53:50,22.3684210526,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225350,2026-05-01 22:53:50,25.2631578947,2.6000000000,0.9500000000,0.0000002160,0.0000003214,0.0181933236,0.0000000300,100000000,100000000,-0.0000001162,0.0000000000
20260501_225350,2026-05-01 22:53:50,25.2631578947,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225350,2026-05-01 22:53:50,25.2631578947,2.6000000000,0.9500000000,0.0000001151,0.0000001713,0.0181933236,0.0000000300,100000000,100000000,-0.0000000620,0.0000000000
20260501_225351,2026-05-01 22:53:51,25.2631578947,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225351,2026-05-01 22:53:51,28.1578947368,2.6000000000,0.9500000000,0.0000000966,0.0000001438,0.0181933236,0.0000000300,100000000,100000000,-0.0000000520,0.0000000000
20260501_225351,2026-05-01 22:53:51,28.1578947368,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225351,2026-05-01 22:53:51,28.1578947368,2.6000000000,0.9500000000,0.0000001216,0.0000001810,0.0181933236,0.0000000300,100000000,100000000,-0.0000000655,0.0000000000
20260501_225351,2026-05-01 22:53:51,28.1578947368,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225351,2026-05-01 22:53:51,31.0526315789,2.6000000000,0.9500000000,0.0000000555,0.0000000827,0.0181933236,0.0000000300,100000000,100000000,-0.0000000299,0.0000000000
20260501_225351,2026-05-01 22:53:51,31.0526315789,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225351,2026-05-01 22:53:51,31.0526315789,2.6000000000,0.9500000000,0.0000000839,0.0000001249,0.0181933236,0.0000000300,100000000,100000000,-0.0000000452,0.0000000000
20260501_225352,2026-05-01 22:53:52,31.0526315789,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225352,2026-05-01 22:53:52,33.9473684211,2.6000000000,0.9500000000,0.0000000584,0.0000000869,0.0181933236,0.0000000300,100000000,100000000,-0.0000000315,0.0000000000
20260501_225352,2026-05-01 22:53:52,33.9473684211,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225352,2026-05-01 22:53:52,33.9473684211,2.6000000000,0.9500000000,0.0000000459,0.0000000684,0.0181933236,0.0000000300,100000000,100000000,-0.0000000247,0.0000000000
20260501_225352,2026-05-01 22:53:52,33.9473684211,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225352,2026-05-01 22:53:52,36.8421052632,2.6000000000,0.9500000000,0.0000000476,0.0000000708,0.0181933236,0.0000000300,100000000,100000000,-0.0000000256,0.0000000000
20260501_225352,2026-05-01 22:53:52,36.8421052632,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225352,2026-05-01 22:53:52,36.8421052632,2.6000000000,0.9500000000,0.0000000506,0.0000000753,0.0181933236,0.0000000300,100000000,100000000,-0.0000000273,0.0000000000
20260501_225352,2026-05-01 22:53:52,36.8421052632,2.6000000000,0.9500000000,0.0000000000,0.0000000000,0.0181933236,0.0000000300,100000000,100000000,0.0000000000,0.0000000000
20260501_225352,2026-05-01 22:53:52,39.7368421053,2.6000000000,0.9500000000,0.0000000144,0.0000000215,0.0181933236,0.0000000300,100000000,100000000,-0.0000000078,0.0000000000
